Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-01-2018","2,001","3,373","2.51","32","1,363","62","5","10","384"
"02-01-2018","2,216","5,668","4.21","26","1,323","84","2","31","643"
"03-01-2018","2,009","3,492","2.59","28","1,369","47","12","12","376"
"04-01-2018","2,558","11,486","8.53","82","1,267","83","30","60","1,049"
"05-01-2018","2,221","6,186","4.6","46","1,322","65","21","32","645"
"06-01-2018","1,976","3,390","2.52","10","1,381","33","5","21","339"
"07-01-2018","2,631","12,205","9.07","107","1,266","89","24","61","1,111"
"08-01-2018","1,888","2,196","1.63","1","1,388","52","0","0","246"
"09-01-2018","1,928","2,754","2.05","6","1,292","42","9","7","286"
"10-01-2018","2,352","7,291","5.42","58","1,298","81","29","32","788"
"11-01-2018","2,631","10,288","7.64","97","1,233","119","50","38","1,151"
"12-01-2018","2,071","4,583","3.41","40","1,358","47","13","22","455"
"13-01-2018","2,085","4,682","3.48","24","1,350","58","12","20","479"
"14-01-2018","2,555","7,566","5.62","40","1,124","124","58","21","1,050"
"15-01-2018","2,596","8,380","6.23","50","1,040","149","32","29","1,106"
"16-01-2018","2,039","3,948","2.93","1","1,210","62","6","15","423"
"17-01-2018","2,606","12,076","8.97","108","1,254","70","65","51","1,111"
"18-01-2018","1,963","3,312","2.46","5","1,277","63","3","10","351"
"19-01-2018","2,366","6,794","5.05","47","1,090","132","23","15","847"
"20-01-2018","1,941","3,043","2.26","19","1,376","55","0","9","310"
"21-01-2018","2,326","6,637","4.93","46","1,299","104","20","17","791"
"22-01-2018","2,637","13,276","9.86","38","1,046","63","38","84","1,143"
"23-01-2018","2,053","4,422","3.29","22","1,354","56","11","19","449"
"24-01-2018","2,474","10,577","7.86","54","1,282","76","39","43","939"
"25-01-2018","2,182","5,378","4","23","1,336","68","7","29","590"
"26-01-2018","2,030","3,825","2.84","1","1,353","72","8","7","413"
"27-01-2018","2,383","6,146","4.57","8","1,167","199","0","0","865"
"28-01-2018","2,971","12,389","9.21","12","1,119","261","19","41","1,602"
"29-01-2018","2,265","5,419","4.03","3","1,279","152","4","5","726"
"30-01-2018","2,230","4,334","3.22","7","1,260","180","0","0","713"
"31-01-2018","2,588","9,647","7.17","12","1,196","181","28","35","1,153"
