Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-04-2018","2,151","5,076","3.77","24","1,229","99","13","5","551"
"02-04-2018","2,311","6,061","4.5","4","1,270","163","6","1","769"
"03-04-2018","2,885","12,076","8.96","60","1,199","148","20","73","1,395"
"04-04-2018","2,872","13,074","9.7","64","1,168","178","46","48","1,445"
"05-04-2018","2,128","5,296","3.93","1","1,169","89","22","9","565"
"06-04-2018","2,459","8,537","6.34","60","1,256","133","34","17","942"
"07-04-2018","2,263","6,155","4.57","46","1,099","117","6","16","704"
"08-04-2018","2,576","10,535","7.83","67","1,245","137","26","32","1,089"
"09-04-2018","2,133","3,814","2.83","1","1,331","109","0","0","511"
"10-04-2018","2,133","4,674","3.47","23","1,340","74","12","14","540"
"11-04-2018","2,625","10,360","7.7","101","1,265","86","34","55","1,082"
"12-04-2018","1,968","2,919","2.17","13","1,386","41","3","10","329"
"13-04-2018","1,934","2,475","1.84","13","1,317","62","0","0","293"
"14-04-2018","2,704","10,100","7.5","16","1,097","86","17","72","1,181"
"15-04-2018","1,996","2,195","1.63","2","1,252","67","4","4","348"
"16-04-2018","2,409","6,108","4.54","32","1,260","55","4","52","800"
"17-04-2018","2,741","12,809","9.52","102","1,230","86","67","57","1,274"
"18-04-2018","2,312","6,247","4.64","0","1,290","137","6","7","758"
"19-04-2018","2,313","6,477","4.81","24","1,300","100","17","23","756"
"20-04-2018","2,790","14,014","10.41","81","1,207","102","76","55","1,339"
"21-04-2018","2,145","4,729","3.51","15","1,331","92","7","10","548"
"22-04-2018","1,933","2,373","1.76","4","1,388","36","3","13","287"
"23-04-2018","2,877","14,478","10.76","66","1,223","82","60","75","1,395"
"24-04-2018","2,415","9,389","6.98","60","1,315","50","31","44","773"
"25-04-2018","2,115","4,129","3.07","5","1,374","66","0","0","272"
"26-04-2018","2,507","6,588","4.89","9","1,279","126","5","30","954"
"27-04-2018","2,160","4,056","3.01","0","1,333","107","0","0","498"
"28-04-2018","2,076","3,508","2.61","0","1,091","96","5","3","454"
"29-04-2018","2,180","6,336","4.71","21","1,350","41","10","39","575"
"30-04-2018","2,554","9,329","6.93","83","1,310","39","7","84","983"
