Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-06-2018","2,066","4,077","3.03","11","1,217","88","0","0","455"
"02-06-2018","2,446","7,248","5.38","5","1,245","195","0","0","932"
"03-06-2018","2,198","5,982","4.44","19","1,322","99","13","6","615"
"04-06-2018","2,222","6,047","4.49","16","1,237","103","7","9","631"
"05-06-2018","2,204","6,852","5.09","10","1,254","77","7","30","636"
"06-06-2018","2,379","7,741","5.75","20","1,306","76","28","30","788"
"07-06-2018","2,082","4,424","3.29","11","1,364","55","6","15","444"
"08-06-2018","2,630","8,258","6.12","13","1,194","209","26","11","1,146"
"09-06-2018","2,040","3,017","2.24","3","1,148","75","0","0","400"
"10-06-2018","2,964","12,781","9.49","121","1,213","113","35","79","1,484"
"11-06-2018","2,194","5,509","4.09","16","1,183","91","12","7","559"
"12-06-2018","2,280","6,089","4.52","0","1,197","115","9","17","721"
"13-06-2018","2,392","6,649","4.94","3","1,177","164","8","15","838"
"14-06-2018","2,614","11,559","8.59","86","1,260","68","47","65","1,102"
"15-06-2018","2,221","5,877","4.37","46","1,310","98","15","17","645"
"16-06-2018","2,194","5,702","4.24","12","1,332","73","14","21","598"
"17-06-2018","2,195","6,166","4.58","41","1,339","61","12","28","602"
"18-06-2018","2,905","16,748","12.44","104","1,086","112","74","67","1,481"
"19-06-2018","2,092","4,539","3.37","0","1,147","90","2","7","494"
"20-06-2018","2,175","4,726","3.51","7","1,334","86","3","17","574"
"21-06-2018","2,304","6,802","5.05","36","1,254","90","10","26","713"
"22-06-2018","2,148","4,153","3.09","0","1,356","59","3","22","534"
"23-06-2018","2,986","14,664","10.9","70","1,114","62","25","116","1,464"
"24-06-2018","2,032","3,360","2.5","9","983","87","0","0","408"
"25-06-2018","2,224","4,057","3.01","0","1,249","91","9","7","569"
"26-06-2018","2,122","3,927","2.92","1","1,340","100","0","0","504"
"27-06-2018","1,977","2,926","2.17","0","1,385","35","4","16","327"
"28-06-2018","2,179","5,327","3.96","12","1,173","91","19","9","578"
"29-06-2018","2,192","5,529","4.11","31","1,331","75","10","24","595"
"30-06-2018","2,290","5,912","4.39","27","1,246","86","14","30","712"
