Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
07/06/18,walking,walking,2018-06-07T11:12:18+02:00,2018-06-07T11:13:01+02:00,43,0.025,50,1
07/06/18,walking,walking,2018-06-07T17:38:32+02:00,2018-06-07T17:39:01+02:00,29,0.025,50,1
07/06/18,walking,walking,2018-06-07T17:39:32+02:00,2018-06-07T17:47:54+02:00,502,0.251,452,11
07/06/18,walking,walking,2018-06-07T17:55:56+02:00,2018-06-07T17:55:59+02:00,3,0.003,6,0
07/06/18,walking,walking,2018-06-07T17:56:37+02:00,2018-06-07T17:57:55+02:00,78,0.059,118,3
07/06/18,walking,walking,2018-06-07T19:28:18+02:00,2018-06-07T19:29:41+02:00,83,0.065,130,3
07/06/18,walking,walking,2018-06-07T19:47:52+02:00,2018-06-07T20:20:33+02:00,1961,2.125,2745,95
07/06/18,walking,walking,2018-06-07T20:20:34+02:00,2018-06-07T20:22:56+02:00,142,0.160,213,7
07/06/18,walking,walking,2018-06-07T21:32:23+02:00,2018-06-07T21:39:37+02:00,434,0.284,507,13
07/06/18,walking,walking,2018-06-07T21:39:38+02:00,2018-06-07T21:41:08+02:00,90,0.068,136,3
07/06/18,walking,walking,2018-06-07T22:08:31+02:00,2018-06-07T22:32:55+02:00,1464,1.932,2485,86
