Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
26/06/18,walking,walking,2018-06-26T09:29:07+02:00,2018-06-26T09:29:36+02:00,29,0.015,30,1
26/06/18,walking,walking,2018-06-26T10:54:24+02:00,2018-06-26T10:55:23+02:00,59,0.030,60,1
26/06/18,walking,walking,2018-06-26T10:56:38+02:00,2018-06-26T11:00:57+02:00,259,0.580,522,26
26/06/18,walking,walking,2018-06-26T11:12:54+02:00,2018-06-26T11:13:27+02:00,33,0.025,50,1
26/06/18,walking,walking,2018-06-26T11:15:09+02:00,2018-06-26T11:22:14+02:00,425,0.357,714,16
26/06/18,walking,walking,2018-06-26T11:26:45+02:00,2018-06-26T11:33:57+02:00,432,0.356,713,16
26/06/18,walking,walking,2018-06-26T11:35:59+02:00,2018-06-26T11:37:17+02:00,78,0.058,117,3
26/06/18,walking,walking,2018-06-26T14:22:11+02:00,2018-06-26T14:23:11+02:00,60,0.045,90,2
26/06/18,walking,walking,2018-06-26T19:06:33+02:00,2018-06-26T19:08:24+02:00,111,0.086,172,4
26/06/18,transport,transport,2018-06-26T19:12:51+02:00,2018-06-26T19:29:24+02:00,993,6.154,0,0
26/06/18,transport,transport,2018-06-26T19:32:39+02:00,2018-06-26T19:38:03+02:00,324,1.305,0,0
26/06/18,walking,walking,2018-06-26T19:38:04+02:00,2018-06-26T19:39:24+02:00,80,0.060,121,3
26/06/18,walking,walking,2018-06-26T21:53:19+02:00,2018-06-26T21:54:22+02:00,63,0.040,80,2
26/06/18,transport,transport,2018-06-26T21:56:01+02:00,2018-06-26T22:10:27+02:00,866,6.524,0,0
26/06/18,walking,walking,2018-06-26T22:10:27+02:00,2018-06-26T22:14:30+02:00,243,0.215,431,10
