Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
03/06/18,transport,transport,2018-06-03T11:20:42+02:00,2018-06-03T11:54:26+02:00,2024,3.696,0,0
03/06/18,walking,walking,2018-06-03T12:14:22+02:00,2018-06-03T12:20:44+02:00,382,0.245,471,11
03/06/18,walking,walking,2018-06-03T12:25:24+02:00,2018-06-03T12:27:09+02:00,105,0.079,158,4
03/06/18,walking,walking,2018-06-03T13:22:12+02:00,2018-06-03T13:22:41+02:00,29,0.020,40,1
03/06/18,walking,walking,2018-06-03T13:24:27+02:00,2018-06-03T13:25:34+02:00,67,0.050,100,2
03/06/18,walking,walking,2018-06-03T13:40:41+02:00,2018-06-03T13:43:50+02:00,189,0.207,264,9
03/06/18,walking,walking,2018-06-03T13:48:47+02:00,2018-06-03T13:50:18+02:00,91,0.068,137,3
03/06/18,walking,walking,2018-06-03T14:01:28+02:00,2018-06-03T14:01:41+02:00,13,0.010,20,0
03/06/18,transport,transport,2018-06-03T14:09:29+02:00,2018-06-03T14:31:09+02:00,1300,7.383,0,0
03/06/18,walking,walking,2018-06-03T14:31:09+02:00,2018-06-03T14:36:34+02:00,325,0.198,397,9
03/06/18,walking,walking,2018-06-03T14:38:32+02:00,2018-06-03T14:41:13+02:00,161,0.182,242,8
03/06/18,walking,walking,2018-06-03T15:03:33+02:00,2018-06-03T15:07:16+02:00,223,0.251,335,11
03/06/18,walking,walking,2018-06-03T15:53:27+02:00,2018-06-03T15:59:44+02:00,377,0.188,365,8
03/06/18,walking,walking,2018-06-03T16:00:45+02:00,2018-06-03T16:08:00+02:00,435,0.449,609,20
03/06/18,walking,walking,2018-06-03T16:08:55+02:00,2018-06-03T16:09:32+02:00,37,0.027,55,1
03/06/18,transport,transport,2018-06-03T16:25:56+02:00,2018-06-03T17:32:21+02:00,3985,16.676,0,0
03/06/18,walking,walking,2018-06-03T17:32:21+02:00,2018-06-03T17:42:08+02:00,587,0.307,614,14
03/06/18,walking,walking,2018-06-03T17:42:09+02:00,2018-06-03T17:42:42+02:00,33,0.025,50,1
03/06/18,walking,walking,2018-06-03T19:00:17+02:00,2018-06-03T19:02:01+02:00,104,0.081,162,4
03/06/18,walking,walking,2018-06-03T20:20:26+02:00,2018-06-03T20:21:29+02:00,63,0.035,70,2
03/06/18,walking,walking,2018-06-03T21:06:58+02:00,2018-06-03T21:11:10+02:00,252,0.272,363,12
03/06/18,walking,walking,2018-06-03T21:19:24+02:00,2018-06-03T21:26:54+02:00,450,0.750,630,33
03/06/18,walking,walking,2018-06-03T21:27:21+02:00,2018-06-03T21:30:04+02:00,163,0.183,245,8
03/06/18,walking,walking,2018-06-03T21:39:16+02:00,2018-06-03T22:15:44+02:00,2188,2.115,3143,94
03/06/18,walking,walking,2018-06-03T22:15:50+02:00,2018-06-03T22:18:20+02:00,150,0.168,225,7
03/06/18,walking,walking,2018-06-03T23:05:19+02:00,2018-06-03T23:07:07+02:00,108,0.054,57,2
