"Date","Keys","Clicks"
"2017-08-05",0,0
"2017-08-06",0,0
"2017-08-07",8846,2417
"2017-08-08",12979,3040
"2017-08-09",10741,3444
"2017-08-10",10133,2929
"2017-08-11",11239,1849
