"Date","Keys","Clicks"
"2017-06-05",12392,3839
"2017-06-06",5946,2921
"2017-06-07",11264,3938
"2017-06-08",19859,4123
"2017-06-09",7562,1804
"2017-06-10",0,0
"2017-06-11",2,12
