Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-03-2018","2,142","5,688","4.23","33","1,351","44","18","27","533"
"02-03-2018","2,194","5,167","3.84","7","1,245","87","12","20","610"
"03-03-2018","2,635","10,941","8.13","76","1,190","57","17","84","1,105"
"04-03-2018","2,278","7,310","5.43","17","1,179","76","18","28","700"
"05-03-2018","2,429","8,636","6.42","45","1,303","85","15","37","864"
"06-03-2018","2,357","7,153","5.31","31","1,233","98","17","22","781"
"07-03-2018","2,179","6,161","4.58","33","1,242","58","19","26","593"
"08-03-2018","2,287","5,640","4.19","1","1,318","95","8","19","668"
"09-03-2018","2,151","5,488","4.08","1","1,342","80","6","12","551"
"10-03-2018","1,858","1,365","1.01","1","1,403","37","0","0","150"
"11-03-2018","2,155","4,379","3.25","18","1,246","86","12","10","559"
"12-03-2018","4,168","9,621","7.15","30","1,354","52","6","28","475"
"13-03-2018","2,224","6,153","4.57","18","1,238","71","6","25","628"
"14-03-2018","2,942","14,921","11.09","56","1,198","97","66","79","1,487"
"15-03-2018","2,231","6,478","4.81","32","1,309","96","12","23","674"
"16-03-2018","2,052","4,066","3.02","18","1,301","76","0","0","400"
"17-03-2018","2,148","5,630","4.18","14","1,440","0","0","0","0"
"18-03-2018","1,952","3,139","2.33","5","1,440","0","0","0","0"
"19-03-2018","2,020","2,410","1.79","2","1,265","63","0","0","286"
"20-03-2018","2,316","7,632","5.67","45","1,328","53","16","43","722"
"21-03-2018","2,257","6,249","4.64","5","1,203","81","15","22","685"
"22-03-2018","1,988","3,263","2.42","10","1,370","61","4","5","357"
"23-03-2018","2,218","4,295","3.19","1","1,304","123","5","8","635"
"24-03-2018","2,320","5,963","4.43","8","1,291","136","3","10","782"
"25-03-2018","2,222","5,996","4.46","41","1,258","54","7","36","604"
"26-03-2018","2,110","5,304","3.94","25","1,340","71","16","13","516"
"27-03-2018","2,315","7,074","5.26","24","1,097","98","13","25","751"
"28-03-2018","2,309","5,780","4.29","1","1,279","146","14","1","736"
"29-03-2018","2,137","5,045","3.75","11","1,326","76","7","13","516"
"30-03-2018","2,303","4,982","3.69","6","592","149","10","0","700"
"31-03-2018","2,291","5,233","3.89","44","1,215","132","8","11","688"
