Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-05-2019","2,101","4,574","3.4","12","1,322","107","10","1","536"
"02-05-2019","1,917","2,555","1.9","11","1,374","66","0","0","304"
"03-05-2019","2,124","4,610","3.43","36","1,424","16","0","0","81"
"04-05-2019","2,130","5,563","4.13","11","1,330","97","12","1","564"
"05-05-2019","2,261","8,119","6.03","15","1,302","83","49","6","724"
"06-05-2019","2,118","5,833","4.33","24","1,327","94","13","6","549"
"07-05-2019","2,198","5,550","4.12","12","1,314","126","0","0","636"
"08-05-2019","2,086","5,022","3.73","21","1,335","105","0","0","510"
"09-05-2019","1,997","3,419","2.54","14","1,352","88","0","0","399"
"10-05-2019","1,981","2,644","1.96","9","1,367","62","10","1","357"
"11-05-2019","2,773","12,164","9.04","68","1,192","168","46","34","1,359"
"12-05-2019","3,709","23,282","17.3","289","1,042","265","36","97","2,441"
"13-05-2019","2,254","6,504","4.83","19","1,289","151","0","0","717"
"14-05-2019","1,966","2,564","1.91","8","1,366","74","0","0","352"
"15-05-2019","1,943","2,587","1.92","16","1,366","74","0","0","331"
"16-05-2019","1,954","1,425","1.06","8","1,381","39","13","7","321"
"17-05-2019","1,965","2,267","1.68","6","1,362","78","0","0","339"
"18-05-2019","1,926","2,060","1.53","11","1,382","50","5","3","303"
"19-05-2019","2,050","4,651","3.46","5","1,347","70","22","1","463"
"20-05-2019","2,079","2,797","2.08","11","1,351","65","16","8","469"
"21-05-2019","2,212","5,633","4.19","18","1,316","86","27","11","659"
"22-05-2019","2,008","2,940","2.18","10","1,354","86","0","0","411"
"23-05-2019","1,944","3,149","2.34","9","1,366","74","0","0","336"
"24-05-2019","2,219","3,674","2.73","13","1,296","131","7","6","656"
"25-05-2019","2,753","10,844","8.06","99","1,239","114","28","59","1,240"
"26-05-2019","2,398","7,547","5.61","87","1,282","119","12","27","872"
"27-05-2019","3,004","14,221","10.57","64","1,205","121","20","94","1,559"
"28-05-2019","2,091","3,453","2.57","0","1,243","75","10","11","494"
"29-05-2019","2,063","3,198","2.38","8","1,346","87","5","2","465"
"30-05-2019","2,288","5,996","4.46","18","1,102","113","23","8","738"
"31-05-2019","2,225","3,497","2.6","5","1,282","158","0","0","685"

