Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-06-2017","2,572","9,218","6.85","18","905","174","12","12","1,043"
"02-06-2017","2,069","3,665","2.72","4","1,353","69","8","10","414"
"03-06-2017","3,376","17,103","12.71","20","1,009","231","78","59","2,023"
"04-06-2017","2,596","9,436","7.01","13","1,197","210","18","15","1,129"
"05-06-2017","2,306","6,156","4.57","11","1,184","125","1","23","726"
"06-06-2017","2,344","4,566","3.39","18","983","122","21","19","807"
"07-06-2017","2,323","4,872","3.62","9","981","182","0","0","774"
"08-06-2017","2,378","6,239","4.64","55","1,076","114","4","37","817"
"09-06-2017","2,247","4,619","3.43","13","736","162","0","0","677"
"10-06-2017","2,218","4,597","3.42","12","1,295","115","19","11","678"
"11-06-2017","2,329","6,220","4.62","4","1,170","173","17","1","819"
"12-06-2017","2,499","4,954","3.68","7","1,203","237","0","0","1,030"
"13-06-2017","2,473","6,352","4.72","6","1,207","233","0","0","988"
"14-06-2017","2,421","7,141","5.31","20","1,053","133","13","33","905"
"15-06-2017","2,111","3,297","2.45","1","1,306","134","0","0","514"
"16-06-2017","2,506","7,089","5.27","31","1,185","255","0","0","1,046"
"17-06-2017","2,663","7,013","5.21","43","1,135","305","0","0","1,235"
"18-06-2017","2,439","7,276","5.41","28","1,201","225","7","7","971"
"19-06-2017","2,312","5,402","4.01","9","1,188","192","0","0","802"
"20-06-2017","2,574","8,052","5.98","12","1,200","221","10","9","1,109"
"21-06-2017","2,481","6,917","5.14","9","1,011","180","7","6","905"
"22-06-2017","2,324","7,194","5.35","10","1,301","125","8","6","755"
"23-06-2017","2,059","4,493","3.34","6","1,287","89","0","0","450"
"24-06-2017","2,320","6,359","4.72","14","1,154","95","18","22","730"
"25-06-2017","2,456","9,598","7.13","64","1,089","99","25","33","916"
"26-06-2017","2,345","7,993","5.94","15","1,285","135","12","8","799"
"27-06-2017","2,189","6,025","4.48","18","1,329","101","4","6","595"
"28-06-2017","2,172","4,039","3","12","1,302","138","0","0","547"
"29-06-2017","2,460","6,952","5.17","21","1,169","180","9","18","896"
"30-06-2017","2,396","8,308","6.17","46","1,214","132","9","13","826"

