Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-10-2019","2,444","7,366","5.47","60","1,253","154","5","28","954"
"02-10-2019","2,015","2,797","2.08","1","1,349","91","0","0","429"
"03-10-2019","2,555","8,621","6.41","75","1,238","160","3","39","1,076"
"04-10-2019","2,449","6,293","4.68","9","1,192","248","0","0","1,017"
"05-10-2019","2,580","7,951","5.91","22","1,076","261","2","8","1,161"
"06-10-2019","2,318","7,114","5.29","18","1,309","116","3","12","764"
"07-10-2019","2,430","7,933","5.89","9","1,145","127","19","28","928"
"08-10-2019","2,735","11,437","8.5","17","1,255","81","26","78","1,242"
"09-10-2019","2,163","5,020","3.73","3","1,325","104","4","7","591"
"10-10-2019","2,007","3,010","2.24","4","1,338","102","0","0","422"
"11-10-2019","2,196","4,820","3.58","15","1,277","163","0","0","667"
"12-10-2019","2,196","5,390","4","11","1,303","128","2","7","640"
"13-10-2019","2,086","3,616","2.69","7","1,323","117","0","0","496"
"14-10-2019","2,086","4,502","3.34","2","1,211","73","12","13","496"
"15-10-2019","2,052","3,178","2.36","12","1,329","111","0","0","480"
"16-10-2019","2,279","6,806","5.06","6","1,299","105","10","26","744"
"17-10-2019","2,239","5,530","4.11","4","1,311","87","18","24","691"
"18-10-2019","1,986","3,195","2.37","3","1,362","70","8","0","362"
"19-10-2019","2,076","3,119","2.32","14","1,344","79","15","2","451"
"20-10-2019","2,142","5,798","4.31","9","1,417","12","11","0","113"
"21-10-2019","1,967","3,645","2.71","14","1,377","26","21","16","351"
"22-10-2019","2,339","7,234","5.37","13","1,208","110","31","20","785"
"23-10-2019","2,203","5,915","4.39","27","1,215","129","18","4","680"
"24-10-2019","2,312","7,055","5.24","29","1,266","160","13","1","798"
"25-10-2019","2,338","7,044","5.23","16","1,280","119","37","4","806"
"26-10-2019","2,125","4,245","3.15","22","1,240","122","0","0","563"
"27-10-2019","2,485","8,452","6.28","19","1,216","195","24","5","1,025"
"28-10-2019","2,356","8,832","6.56","27","1,279","123","31","7","797"
"29-10-2019","3,052","14,944","11.09","63","1,109","264","40","27","1,681"
"30-10-2019","2,357","8,308","6.16","16","1,267","139","27","7","844"
"31-10-2019","1,820","1,151","0.86","1","1,396","44","0","0","184"

