Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-01-2017","2,227","4,943","3.67","46","1,309","100","16","15","653"
"02-01-2017","2,032","3,554","2.64","2","1,263","103","0","0","430"
"03-01-2017","2,426","7,373","5.48","60","1,267","130","27","16","876"
"04-01-2017","2,184","3,927","2.92","1","1,325","115","0","0","520"
"05-01-2017","2,352","8,102","6.02","44","1,137","100","24","12","769"
"06-01-2017","2,413","7,856","5.84","77","1,140","109","24","29","869"
"07-01-2017","1,991","3,299","2.45","0","1,362","78","0","0","368"
"08-01-2017","2,167","4,356","3.24","12","1,099","73","15","8","518"
"09-01-2017","2,653","9,992","7.42","5","1,256","120","32","32","1,117"
"10-01-2017","2,208","5,587","4.15","3","1,240","108","3","7","607"
"11-01-2017","2,053","4,060","3.02","6","1,254","91","0","0","430"
"12-01-2017","1,919","2,749","2.04","1","1,381","59","0","0","277"
"13-01-2017","1,983","2,876","2.14","3","1,228","83","0","0","358"
"14-01-2017","2,102","4,633","3.44","10","1,251","49","13","10","378"
"15-01-2017","2,217","5,769","4.29","4","1,312","128","0","0","611"
"16-01-2017","2,640","8,812","6.55","47","1,194","225","9","12","1,175"
"17-01-2017","2,265","4,803","3.57","2","1,268","172","0","0","726"
"18-01-2017","2,122","3,931","2.92","3","1,341","89","7","3","485"
"19-01-2017","2,228","6,709","4.98","9","1,326","86","11","17","611"
"20-01-2017","2,184","7,019","5.22","8","1,332","84","7","17","601"
"21-01-2017","2,516","9,576","7.12","62","1,222","90","12","50","987"
"22-01-2017","2,196","5,435","4.04","29","1,348","57","4","31","586"
"23-01-2017","2,191","5,517","4.1","4","1,251","104","1","9","572"
"24-01-2017","2,282","7,305","5.43","31","1,246","80","20","24","697"
"25-01-2017","2,097","4,682","3.48","18","1,242","38","9","32","463"
"26-01-2017","2,289","5,158","3.83","17","1,281","136","7","16","742"
"27-01-2017","2,068","4,048","3.01","12","1,245","106","0","0","469"
"28-01-2017","2,217","6,472","4.81","12","1,329","66","13","32","634"
"29-01-2017","2,184","5,530","4.11","16","1,337","68","4","31","581"
"30-01-2017","2,546","10,988","8.16","19","1,254","114","18","54","1,032"
"31-01-2017","2,374","8,110","6.03","12","871","84","14","48","818"
